,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,Old Approach,BARBE,normal,8,0,0,0,0,0,0,0,0.09759759759759759,0,0,-0.06606606606606608,0,0,0.003003003003003003,0.0960960960960961,0,-0.015015015015015015,-0.012012012012012019,0,0.19369369369369369,0.09759759759759759,0,0.018018018018018018,0,0,-0.015015015015015015,0,0.20120120120120122,0,0.09159159159159158,-0.07807807807807804,-0.1021021021021021,-0.1006006006006006,0,-0.2057057057057057,0,-0.015015015015015015
11,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,0.0990990990990991,-0.10810810810810811,0.08858858858858858,-0.009009009009009014,0,0,-0.0960960960960961,0.018018018018018018,0,0,0.1021021021021021,0,0.1126126126126126,-0.006006006006006023,0,0,0,0.018018018018018018,0,0,-0.009009009009009,0.1066066066066066,0.1006006006006006,-0.3063063063063063,0,0,-0.08858858858858859,-0.10960960960960961,0,0
12,Old Approach,BARBE,normal,13,0,0,0,0,0,0,0,0.10510510510510511,0,-0.012012012012012019,0,0,0,0,0.09309309309309309,0,0,-0.01051051051051051,0,0.01051051051051051,0.19519519519519518,0,0,0,0,0,0,0.1921921921921922,-0.09759759759759759,-0.007507507507507505,-0.004504504504504528,0.1036036036036036,0,0,-0.0960960960960961,0,0
13,Old Approach,BARBE,normal,8,0,0,0,0,0,0,0,0,0,0,-0.0990990990990991,0,-0.10510510510510511,-0.10960960960960961,0,0,0,-0.0990990990990991,0,0.022522522522522515,-0.1066066066066066,0,0,0,0,0,0,-0.006006006006006009,0,0.20870870870870872,0.0015015015015015093,-0.1936936936936937,0,-0.10510510510510511,-0.20870870870870872,0,0.018018018018018018
14,Old Approach,BARBE,normal,13,0,0,0,0,0,0,0,0.1006006006006006,0,-0.1066066066066066,-0.07207207207207207,0,0,0.1936936936936937,-0.1021021021021021,0,0,0.01051051051051051,0,0.0945945945945946,0.03303303303303304,0,0,0,0,0,0,-0.0030030030030030047,-0.016516516516516516,0.09759759759759759,-0.04354354354354356,-0.016516516516516516,0,-0.0990990990990991,0,0,0
15,Old Approach,BARBE,normal,9,0,0,0,0,0,0,0,-0.06456456456456455,-0.0960960960960961,0.13963963963963963,-0.10960960960960961,0,0,-0.0960960960960961,0,0,0,-0.0990990990990991,0,-0.10510510510510511,0.1036036036036036,0,0,0,0,0,0,-0.031531531531531515,0,0.1891891891891892,0.07657657657657659,0,0,0,-0.0945945945945946,0,0
16,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,0,0,0.05105105105105105,0.05405405405405406,0,0,0,0.1006006006006006,0,0,0.1051051051051051,0,-0.009009009009009014,0.10960960960960958,0,0,0,0,0,0,-0.12912912912912913,0,0.08108108108108109,0.09759759759759755,-0.08858858858858859,0,0,0,0,0
17,Old Approach,BARBE,normal,8,0,0,0,0,0,0,0,-0.07357357357357358,0,0.028528528528528527,-0.07657657657657659,0,0,0.1006006006006006,-0.10510510510510511,0,0,-0.19519519519519518,0,0.2147147147147147,-0.18768768768768768,0.0945945945945946,0,0,0,0.016516516516516516,0,0.028528528528528524,0,-0.22672672672672672,-0.08108108108108106,-0.10510510510510511,0,0,0.17567567567567566,0.012012012012012012,0.028528528528528527
18,Old Approach,BARBE,normal,7,0,0,0,0,0,0,0,0.03753753753753755,0,0,0.05255255255255256,0,0,0.10960960960960961,0,0,0,-0.1036036036036036,0,-0.1006006006006006,-0.10360360360360361,0,0,0,0,0,0,0.11561561561561565,-0.09759759759759759,0.007507507507507505,0.13063063063063068,0,0,-0.2072072072072072,0.1036036036036036,0,0
19,Old Approach,BARBE,normal,8,0,0,0,0,0,0,0,-0.04204204204204204,0,0.13963963963963966,0.030030030030030047,0,0,0,0.1036036036036036,0,0,-0.1021021021021021,0.016516516516516516,-0.1921921921921922,-0.07957957957957958,0,0,0,0,0,0,0.17867867867867868,-0.1021021021021021,0.16816816816816815,0.10360360360360357,0,-0.1066066066066066,0,0,0,0
20,Old Approach,BARBE,normal,7,0,0,0,0,0,0,0,-0.06756756756756756,0.0990990990990991,-0.06156156156156156,-0.16966966966966968,0,0.09759759759759759,0.1006006006006006,-0.1066066066066066,0,0,0,0,-0.1066066066066066,0.03303303303303304,0,0,0,0,0,0,-0.06306306306306306,-0.09309309309309309,-0.1996996996996997,0.1906906906906906,-0.10960960960960961,0,-0.1036036036036036,0,-0.0945945945945946,0
